,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee,home goals,away goals
179,Regular Season,Sun,2022-01-23,17:30,Hertha BSC,0.9,1 4,3.9,Bayern Munich,3000.0,Olympiastadion Berlin,Bastian Dankert,1,4
180,Regular Season,Fri,2022-02-04,20:30,Hertha BSC,0.5,1 1,1.1,Bochum,3000.0,Olympiastadion Berlin,Marco Fritz,1,1
181,Regular Season,Sat,2022-02-05,15:30,Arminia,0.6,1 1,1.5,M'Gladbach,10000.0,SchücoArena,Benjamin Cortus,1,1
182,Regular Season,Sat,2022-02-05,15:30,Mainz 05,2.0,2 0,1.6,Hoffenheim,6800.0,Opel Arena,Christian Dingert,2,0
183,Regular Season,Sat,2022-02-05,15:30,Stuttgart,1.8,2 3,1.1,Eint Frankfurt,10000.0,Mercedes-Benz Arena,Sascha Stegemann,2,3
184,Regular Season,Sat,2022-02-05,15:30,Köln,1.3,1 0,1.3,Freiburg,10000.0,RheinEnergieSTADION,Felix Brych,1,0
185,Regular Season,Sat,2022-02-05,15:30,Augsburg,2.0,2 0,1.6,Union Berlin,7600.0,WWK Arena,Harm Osmers,2,0
186,Regular Season,Sat,2022-02-05,18:30,Bayern Munich,2.9,3 2,2.1,RB Leipzig,10000.0,Allianz Arena,Sven Jablonski,3,2
187,Regular Season,Sun,2022-02-06,15:30,Dortmund,1.3,2 5,2.1,Leverkusen,10000.0,Signal Iduna Park,Daniel Siebert,2,5
188,Regular Season,Sun,2022-02-06,17:30,Wolfsburg,2.0,4 1,1.1,Greuther Fürth,500.0,Volkswagen Arena,Martin Petersen,4,1
189,Regular Season,Fri,2022-02-11,20:30,RB Leipzig,1.0,3 1,0.9,Köln,15000.0,Red Bull Arena,Florian Badstübner,3,1
190,Regular Season,Sat,2022-02-12,15:30,Freiburg,1.7,1 1,2.1,Mainz 05,10000.0,Europa-Park Stadion,Deniz Aytekin,1,1
191,Regular Season,Sat,2022-02-12,15:30,Eint Frankfurt,1.1,0 2,1.6,Wolfsburg,10000.0,Commerzbank-Arena,Frank Willenborg,0,2
192,Regular Season,Sat,2022-02-12,15:30,M'Gladbach,2.2,3 2,1.2,Augsburg,10000.0,Stadion im Borussia-Park,Tobias Welz,3,2
193,Regular Season,Sat,2022-02-12,15:30,Bochum,1.3,4 2,2.2,Bayern Munich,10000.0,Vonovia Ruhrstadion,Robert Schröder,4,2
194,Regular Season,Sat,2022-02-12,15:30,Greuther Fürth,2.5,2 1,2.3,Hertha BSC,9000.0,Sportpark Ronhof Thomas Sommer,Daniel Schlager,2,1
195,Regular Season,Sat,2022-02-12,18:30,Leverkusen,2.5,4 2,1.2,Stuttgart,10000.0,BayArena,Felix Brych,4,2
196,Regular Season,Sun,2022-02-13,15:30,Union Berlin,1.3,0 3,1.9,Dortmund,10000.0,Stadion An der Alten Försterei,Matthias Jöllenbeck,0,3
197,Regular Season,Sun,2022-02-13,17:30,Hoffenheim,2.3,2 0,0.8,Arminia,10000.0,PreZero Arena,Robert Hartmann,2,0
198,Regular Season,Fri,2022-02-18,20:30,Mainz 05,1.0,3 2,1.2,Leverkusen,10000.0,Opel Arena,Benjamin Cortus,3,2
199,Regular Season,Sat,2022-02-19,15:30,Wolfsburg,1.1,1 2,1.4,Hoffenheim,7145.0,Volkswagen Arena,Felix Zwayer,1,2
200,Regular Season,Sat,2022-02-19,15:30,Stuttgart,1.9,1 1,1.9,Bochum,20059.0,Mercedes-Benz Arena,Harm Osmers,1,1
201,Regular Season,Sat,2022-02-19,15:30,Arminia,1.1,1 0,1.0,Union Berlin,10000.0,SchücoArena,Daniel Schlager,1,0
202,Regular Season,Sat,2022-02-19,15:30,Augsburg,0.8,1 2,1.6,Freiburg,15000.0,WWK Arena,Daniel Siebert,1,2
203,Regular Season,Sat,2022-02-19,18:30,Köln,1.3,1 0,0.7,Eint Frankfurt,10000.0,RheinEnergieSTADION,Christian Dingert,1,0
204,Regular Season,Sun,2022-02-20,15:30,Bayern Munich,2.7,4 1,0.9,Greuther Fürth,25000.0,Allianz Arena,Robert Hartmann,4,1
205,Regular Season,Sun,2022-02-20,17:30,Dortmund,3.5,6 0,0.8,M'Gladbach,10000.0,Signal Iduna Park,Marco Fritz,6,0
206,Regular Season,Sun,2022-02-20,19:30,Hertha BSC,0.7,1 6,3.1,RB Leipzig,10000.0,Olympiastadion Berlin,Patrick Ittrich,1,6
207,Regular Season,Fri,2022-02-25,20:30,Hoffenheim,2.3,2 1,1.9,Stuttgart,18099.0,PreZero Arena,Matthias Jöllenbeck,2,1
208,Regular Season,Sat,2022-02-26,15:30,M'Gladbach,2.7,2 2,1.5,Wolfsburg,10000.0,Stadion im Borussia-Park,Tobias Reichel,2,2
209,Regular Season,Sat,2022-02-26,15:30,Freiburg,2.8,3 0,1.9,Hertha BSC,25000.0,Europa-Park Stadion,Sven Jablonski,3,0
210,Regular Season,Sat,2022-02-26,15:30,Greuther Fürth,0.8,1 1,0.8,Köln,9200.0,Sportpark Ronhof Thomas Sommer,Robert Schörgenhofer,1,1
211,Regular Season,Sat,2022-02-26,15:30,Leverkusen,2.6,3 0,0.4,Arminia,10000.0,BayArena,Martin Petersen,3,0
212,Regular Season,Sat,2022-02-26,15:30,Union Berlin,0.9,3 1,0.8,Mainz 05,10000.0,Stadion An der Alten Försterei,Bastian Dankert,3,1
213,Regular Season,Sat,2022-02-26,18:30,Eint Frankfurt,0.8,0 1,2.0,Bayern Munich,25000.0,Commerzbank-Arena,Florian Badstübner,0,1
214,Regular Season,Sun,2022-02-27,15:30,Bochum,1.0,0 1,0.7,RB Leipzig,10000.0,Vonovia Ruhrstadion,Felix Brych,0,1
215,Regular Season,Sun,2022-02-27,17:30,Augsburg,0.9,1 1,0.5,Dortmund,15330.0,WWK Arena,Deniz Aytekin,1,1
216,Regular Season,Fri,2022-03-04,20:30,Arminia,0.2,0 1,0.4,Augsburg,19460.0,SchücoArena,Felix Brych,0,1
217,Regular Season,Sat,2022-03-05,15:30,RB Leipzig,0.7,1 1,0.5,Freiburg,24758.0,Red Bull Arena,Felix Zwayer,1,1
218,Regular Season,Sat,2022-03-05,15:30,Bayern Munich,1.4,1 1,1.8,Leverkusen,25000.0,Allianz Arena,Daniel Siebert,1,1
219,Regular Season,Sat,2022-03-05,15:30,Wolfsburg,0.6,1 0,1.1,Union Berlin,15703.0,Volkswagen Arena,Patrick Ittrich,1,0
220,Regular Season,Sat,2022-03-05,15:30,Hertha BSC,0.7,1 4,1.3,Eint Frankfurt,25000.0,Olympiastadion Berlin,Harm Osmers,1,4
221,Regular Season,Sat,2022-03-05,15:30,Bochum,1.3,2 1,0.8,Greuther Fürth,19800.0,Vonovia Ruhrstadion,Daniel Schlager,2,1
222,Regular Season,Sat,2022-03-05,18:30,Stuttgart,1.8,3 2,1.2,M'Gladbach,25000.0,Mercedes-Benz Arena,Christian Dingert,3,2
223,Regular Season,Sun,2022-03-06,17:30,Köln,1.3,0 1,2.1,Hoffenheim,37500.0,RheinEnergieSTADION,Marco Fritz,0,1
224,Regular Season,Sat,2022-03-12,15:30,Freiburg,1.9,3 2,1.2,Wolfsburg,25000.0,Europa-Park Stadion,Martin Petersen,3,2
225,Regular Season,Sat,2022-03-12,15:30,Hoffenheim,1.4,1 1,3.3,Bayern Munich,25600.0,PreZero Arena,Robert Schröder,1,1
226,Regular Season,Sat,2022-03-12,15:30,Union Berlin,1.2,1 1,1.2,Stuttgart,16509.0,Stadion An der Alten Försterei,Robert Hartmann,1,1
227,Regular Season,Sat,2022-03-12,18:30,M'Gladbach,1.8,2 0,0.5,Hertha BSC,30675.0,Stadion im Borussia-Park,Florian Badstübner,2,0
228,Regular Season,Sun,2022-03-13,15:30,Leverkusen,1.7,0 1,0.5,Köln,22658.0,BayArena,Sascha Stegemann,0,1
229,Regular Season,Sun,2022-03-13,17:30,Eint Frankfurt,1.9,2 1,1.0,Bochum,24000.0,Commerzbank-Arena,Marco Fritz,2,1
230,Regular Season,Sun,2022-03-13,17:30,Dortmund,2.0,1 0,0.6,Arminia,33000.0,Signal Iduna Park,Bastian Dankert,1,0
231,Regular Season,Sun,2022-03-13,19:30,Greuther Fürth,0.4,1 6,1.4,RB Leipzig,9418.0,Sportpark Ronhof Thomas Sommer,Sven Jablonski,1,6
232,Regular Season,Wed,2022-03-16,18:30,Mainz 05,0.6,0 1,0.8,Dortmund,25000.0,Opel Arena,Sascha Stegemann,0,1
233,Regular Season,Fri,2022-03-18,20:30,Bochum,1.4,0 2,0.6,M'Gladbach,16133.8,Vonovia Ruhrstadion,Benjamin Cortus,0,2
234,Regular Season,Sat,2022-03-19,15:30,Mainz 05,4.2,4 0,0.2,Arminia,25000.0,Opel Arena,Felix Zwayer,4,0
235,Regular Season,Sat,2022-03-19,15:30,Stuttgart,2.7,3 2,0.9,Augsburg,55785.0,Mercedes-Benz Arena,Patrick Ittrich,3,2
236,Regular Season,Sat,2022-03-19,15:30,Hertha BSC,0.8,3 0,0.8,Hoffenheim,25000.0,Olympiastadion Berlin,Daniel Schlager,3,0
237,Regular Season,Sat,2022-03-19,15:30,Greuther Fürth,0.7,0 0,0.8,Freiburg,9884.0,Sportpark Ronhof Thomas Sommer,Tobias Reichel,0,0
238,Regular Season,Sat,2022-03-19,18:30,Bayern Munich,2.9,4 0,0.8,Union Berlin,37000.0,Allianz Arena,Harm Osmers,4,0
239,Regular Season,Sun,2022-03-20,15:30,RB Leipzig,1.2,0 0,0.1,Eint Frankfurt,43058.0,Red Bull Arena,Christian Dingert,0,0
240,Regular Season,Sun,2022-03-20,17:30,Wolfsburg,1.5,0 2,1.2,Leverkusen,16554.0,Volkswagen Arena,Felix Brych,0,2
241,Regular Season,Sun,2022-03-20,19:30,Köln,1.2,1 1,1.1,Dortmund,50000.0,RheinEnergieSTADION,Daniel Siebert,1,1
242,Regular Season,Fri,2022-04-01,20:30,Union Berlin,1.7,1 0,0.5,Köln,22012.0,Stadion An der Alten Försterei,Florian Badstübner,1,0
243,Regular Season,Sat,2022-04-02,15:30,Freiburg,0.6,1 4,2.0,Bayern Munich,34700.0,Europa-Park Stadion,Christian Dingert,1,4
244,Regular Season,Sat,2022-04-02,15:30,Leverkusen,2.1,2 1,0.8,Hertha BSC,23557.0,BayArena,Matthias Jöllenbeck,2,1
245,Regular Season,Sat,2022-04-02,15:30,Hoffenheim,2.2,1 2,2.1,Bochum,15014.0,PreZero Arena,Daniel Siebert,1,2
246,Regular Season,Sat,2022-04-02,15:30,Arminia,0.8,1 1,2.3,Stuttgart,26011.0,SchücoArena,Patrick Ittrich,1,1
247,Regular Season,Sat,2022-04-02,15:30,Eint Frankfurt,1.4,0 0,0.4,Greuther Fürth,50500.0,Commerzbank-Arena,Bastian Dankert,0,0
248,Regular Season,Sat,2022-04-02,18:30,Dortmund,0.8,1 4,0.9,RB Leipzig,81365.0,Signal Iduna Park,Marco Fritz,1,4
249,Regular Season,Sun,2022-04-03,15:30,Augsburg,1.6,3 0,1.4,Wolfsburg,23143.0,WWK Arena,Sascha Stegemann,3,0
250,Regular Season,Sun,2022-04-03,17:30,M'Gladbach,1.6,1 1,2.2,Mainz 05,44156.0,Stadion im Borussia-Park,Daniel Schlager,1,1
251,Regular Season,Wed,2022-04-06,18:30,Augsburg,2.1,2 1,2.0,Mainz 05,18122.0,WWK Arena,Matthias Jöllenbeck,2,1
252,Regular Season,Fri,2022-04-08,20:30,Stuttgart,1.1,0 2,1.7,Dortmund,58248.0,Mercedes-Benz Arena,Harm Osmers,0,2
253,Regular Season,Sat,2022-04-09,15:30,Greuther Fürth,0.7,0 2,2.9,M'Gladbach,13900.0,Sportpark Ronhof Thomas Sommer,Tobias Stieler,0,2
254,Regular Season,Sat,2022-04-09,15:30,Bayern Munich,1.8,1 0,0.3,Augsburg,75000.0,Allianz Arena,Patrick Ittrich,1,0
255,Regular Season,Sat,2022-04-09,15:30,Wolfsburg,2.0,4 0,0.5,Arminia,22512.0,Volkswagen Arena,Benjamin Brand,4,0
256,Regular Season,Sat,2022-04-09,15:30,Köln,2.2,3 2,1.0,Mainz 05,49800.0,RheinEnergieSTADION,Martin Petersen,3,2
257,Regular Season,Sat,2022-04-09,18:30,Hertha BSC,0.9,1 4,2.3,Union Berlin,74667.0,Olympiastadion Berlin,Sven Jablonski,1,4
258,Regular Season,Sun,2022-04-10,15:30,Bochum,1.0,0 0,1.2,Leverkusen,25000.0,Vonovia Ruhrstadion,Felix Zwayer,0,0
259,Regular Season,Sun,2022-04-10,17:30,Eint Frankfurt,1.1,1 2,0.9,Freiburg,47000.0,Commerzbank-Arena,Felix Brych,1,2
260,Regular Season,Sun,2022-04-10,19:30,RB Leipzig,1.5,3 0,0.2,Hoffenheim,35112.0,Red Bull Arena,Bastian Dankert,3,0
261,Regular Season,Sat,2022-04-16,15:30,Dortmund,2.8,6 1,1.3,Wolfsburg,79200.0,Signal Iduna Park,Robert Schröder,6,1
262,Regular Season,Sat,2022-04-16,15:30,Mainz 05,0.6,0 0,0.6,Stuttgart,30128.0,Opel Arena,Florian Badstübner,0,0
263,Regular Season,Sat,2022-04-16,15:30,Freiburg,1.8,3 0,0.7,Bochum,34000.0,Europa-Park Stadion,Sascha Stegemann,3,0
264,Regular Season,Sat,2022-04-16,15:30,Augsburg,1.3,0 1,1.0,Hertha BSC,28533.0,WWK Arena,Marco Fritz,0,1
265,Regular Season,Sat,2022-04-16,18:30,M'Gladbach,2.0,1 3,2.3,Köln,54042.0,Stadion im Borussia-Park,Deniz Aytekin,1,3
266,Regular Season,Sun,2022-04-17,15:30,Arminia,0.7,0 3,2.2,Bayern Munich,26419.0,SchücoArena,Matthias Jöllenbeck,0,3
267,Regular Season,Sun,2022-04-17,17:30,Union Berlin,1.2,2 0,0.5,Eint Frankfurt,22000.0,Stadion An der Alten Försterei,Frank Willenborg,2,0
268,Regular Season,Sun,2022-04-17,17:30,Hoffenheim,0.8,0 0,0.5,Greuther Fürth,16110.0,PreZero Arena,Felix Zwayer,0,0
269,Regular Season,Sun,2022-04-17,19:30,Leverkusen,0.7,0 1,0.6,RB Leipzig,26119.0,BayArena,Daniel Siebert,0,1
270,Regular Season,Fri,2022-04-22,20:30,Wolfsburg,3.2,5 0,0.8,Mainz 05,19055.0,Volkswagen Arena,Harm Osmers,5,0
271,Regular Season,Sat,2022-04-23,15:30,RB Leipzig,0.6,1 2,1.5,Union Berlin,45770.0,Red Bull Arena,Daniel Schlager,1,2
272,Regular Season,Sat,2022-04-23,15:30,Freiburg,2.1,3 3,1.6,M'Gladbach,34700.0,Europa-Park Stadion,Benjamin Brand,3,3
273,Regular Season,Sat,2022-04-23,15:30,Greuther Fürth,0.7,1 4,2.2,Leverkusen,11579.0,Sportpark Ronhof Thomas Sommer,Tobias Reichel,1,4
274,Regular Season,Sat,2022-04-23,15:30,Köln,1.8,3 1,0.9,Arminia,50000.0,RheinEnergieSTADION,Tobias Stieler,3,1
275,Regular Season,Sat,2022-04-23,15:30,Eint Frankfurt,1.5,2 2,1.0,Hoffenheim,50500.0,Commerzbank-Arena,Sven Jablonski,2,2
276,Regular Season,Sat,2022-04-23,18:30,Bayern Munich,1.8,3 1,1.4,Dortmund,75000.0,Allianz Arena,Daniel Siebert,3,1
277,Regular Season,Sun,2022-04-24,15:30,Bochum,1.2,0 2,2.3,Augsburg,23500.0,Vonovia Ruhrstadion,Bastian Dankert,0,2
278,Regular Season,Sun,2022-04-24,17:30,Hertha BSC,1.1,2 0,0.6,Stuttgart,54589.0,Olympiastadion Berlin,Felix Brych,2,0
279,Regular Season,Fri,2022-04-29,20:30,Union Berlin,1.3,1 1,0.3,Greuther Fürth,22012.0,Stadion An der Alten Försterei,Patrick Ittrich,1,1
280,Regular Season,Sat,2022-04-30,15:30,Dortmund,4.6,3 4,2.1,Bochum,81365.0,Signal Iduna Park,Robert Hartmann,3,4
281,Regular Season,Sat,2022-04-30,15:30,Mainz 05,3.8,3 1,1.9,Bayern Munich,33305.0,Opel Arena,Sascha Stegemann,3,1
282,Regular Season,Sat,2022-04-30,15:30,Stuttgart,0.9,1 1,0.9,Wolfsburg,55000.0,Mercedes-Benz Arena,Sven Jablonski,1,1
283,Regular Season,Sat,2022-04-30,15:30,Arminia,0.3,1 1,1.0,Hertha BSC,26021.0,SchücoArena,Deniz Aytekin,1,1
284,Regular Season,Sat,2022-04-30,15:30,Augsburg,1.7,1 4,3.1,Köln,29511.0,WWK Arena,Robert Schröder,1,4
285,Regular Season,Sat,2022-04-30,18:30,Hoffenheim,1.7,3 4,2.2,Freiburg,23627.0,PreZero Arena,Marco Fritz,3,4
286,Regular Season,Mon,2022-05-02,20:30,M'Gladbach,1.6,3 1,1.3,RB Leipzig,35324.0,Stadion im Borussia-Park,Martin Petersen,3,1
287,Regular Season,Mon,2022-05-02,20:30,Leverkusen,1.9,2 0,0.4,Eint Frankfurt,26492.0,BayArena,Benjamin Cortus,2,0
288,Regular Season,Fri,2022-05-06,20:30,Bochum,2.1,2 1,0.8,Arminia,25000.0,Vonovia Ruhrstadion,Robert Schröder,2,1
289,Regular Season,Sat,2022-05-07,15:30,Hoffenheim,1.9,2 4,3.6,Leverkusen,20033.0,PreZero Arena,Frank Willenborg,2,4
290,Regular Season,Sat,2022-05-07,15:30,Freiburg,1.9,1 4,2.5,Union Berlin,34700.0,Europa-Park Stadion,Felix Brych,1,4
291,Regular Season,Sat,2022-05-07,15:30,Greuther Fürth,1.1,1 3,1.6,Dortmund,16600.0,Sportpark Ronhof Thomas Sommer,Christian Dingert,1,3
292,Regular Season,Sat,2022-05-07,15:30,Köln,1.6,0 1,0.9,Wolfsburg,50000.0,RheinEnergieSTADION,Tobias Stieler,0,1
293,Regular Season,Sat,2022-05-07,18:30,Hertha BSC,1.1,1 2,0.6,Mainz 05,71548.0,Olympiastadion Berlin,Patrick Ittrich,1,2
294,Regular Season,Sun,2022-05-08,15:30,Eint Frankfurt,0.9,1 1,1.5,M'Gladbach,51500.0,Commerzbank-Arena,Felix Zwayer,1,1
295,Regular Season,Sun,2022-05-08,17:30,Bayern Munich,2.8,2 2,1.7,Stuttgart,75000.0,Allianz Arena,Deniz Aytekin,2,2
296,Regular Season,Sun,2022-05-08,19:30,RB Leipzig,3.1,4 0,0.2,Augsburg,37029.0,Red Bull Arena,Bastian Dankert,4,0
297,Regular Season,Sat,2022-05-14,15:30,Arminia,1.3,1 1,3.0,RB Leipzig,22719.0,SchücoArena,Daniel Siebert,1,1
298,Regular Season,Sat,2022-05-14,15:30,Wolfsburg,1.6,2 2,2.5,Bayern Munich,30000.0,Volkswagen Arena,Robert Hartmann,2,2
299,Regular Season,Sat,2022-05-14,15:30,Augsburg,1.8,2 1,0.6,Greuther Fürth,27907.0,WWK Arena,Tobias Reichel,2,1
300,Regular Season,Sat,2022-05-14,15:30,Stuttgart,4.1,2 1,1.3,Köln,52230.0,Mercedes-Benz Arena,Robert Schröder,2,1
301,Regular Season,Sat,2022-05-14,15:30,Union Berlin,2.6,3 2,0.2,Bochum,22012.0,Stadion An der Alten Försterei,Marco Fritz,3,2
302,Regular Season,Sat,2022-05-14,15:30,Leverkusen,1.7,2 1,0.9,Freiburg,30210.0,BayArena,Sven Jablonski,2,1
303,Regular Season,Sat,2022-05-14,15:30,M'Gladbach,2.9,5 1,1.4,Hoffenheim,50395.0,Stadion im Borussia-Park,Harm Osmers,5,1
304,Regular Season,Sat,2022-05-14,15:30,Dortmund,1.3,2 1,1.0,Hertha BSC,80500.0,Signal Iduna Park,Tobias Stieler,2,1
305,Regular Season,Sat,2022-05-14,15:30,Mainz 05,1.7,2 2,1.7,Eint Frankfurt,33000.0,Opel Arena,Martin Petersen,2,2
308,Regular Season,Fri,2020-09-18,20:30,Bayern Munich,5.1,8 0,0.2,Schalke 04,65955.64516129032,Allianz Arena,Felix Zwayer,8,0
309,Regular Season,Sat,2020-09-19,15:30,Union Berlin,1.3,1 3,1.1,Augsburg,4600.0,Stadion An der Alten Försterei,Marco Fritz,1,3
310,Regular Season,Sat,2020-09-19,15:30,Eint Frankfurt,1.6,1 1,1.0,Arminia,6500.0,Commerzbank-Arena,Benjamin Brand,1,1
311,Regular Season,Sat,2020-09-19,15:30,Werder Bremen,1.0,1 4,2.1,Hertha BSC,8400.0,Weserstadion,Sascha Stegemann,1,4
312,Regular Season,Sat,2020-09-19,15:30,Stuttgart,3.1,2 3,2.0,Freiburg,7123.0,Mercedes-Benz Arena,Benjamin Cortus,2,3
313,Regular Season,Sat,2020-09-19,15:30,Köln,2.1,2 3,3.1,Hoffenheim,41037.5,RheinEnergieSTADION,Daniel Siebert,2,3
314,Regular Season,Sat,2020-09-19,18:30,Dortmund,1.6,3 0,0.6,M'Gladbach,9300.0,Signal Iduna Park,Felix Brych,3,0
315,Regular Season,Sun,2020-09-20,15:30,RB Leipzig,2.8,3 1,1.2,Mainz 05,8500.0,Red Bull Arena,Manuel Gräfe,3,1
316,Regular Season,Sun,2020-09-20,18:00,Wolfsburg,1.0,0 0,0.7,Leverkusen,21075.417910447763,Volkswagen Arena,Sven Jablonski,0,0
317,Regular Season,Fri,2020-09-25,20:30,Hertha BSC,1.1,1 3,1.7,Eint Frankfurt,4000.0,Olympiastadion Berlin,Bastian Dankert,1,3
318,Regular Season,Sat,2020-09-26,15:30,Mainz 05,1.2,1 4,2.7,Stuttgart,3403.0,Opel Arena,Daniel Schlager,1,4
319,Regular Season,Sat,2020-09-26,15:30,Arminia,0.2,1 0,0.9,Köln,5460.0,SchücoArena,Patrick Ittrich,1,0
320,Regular Season,Sat,2020-09-26,15:30,Augsburg,1.0,2 0,1.7,Dortmund,6000.0,WWK Arena,Martin Petersen,2,0
321,Regular Season,Sat,2020-09-26,15:30,Leverkusen,0.8,1 1,0.8,RB Leipzig,6042.0,BayArena,Harm Osmers,1,1
322,Regular Season,Sat,2020-09-26,15:30,M'Gladbach,1.3,1 1,0.9,Union Berlin,10383.0,Stadion im Borussia-Park,Tobias Stieler,1,1
323,Regular Season,Sat,2020-09-26,18:30,Schalke 04,1.2,1 3,2.4,Werder Bremen,59831.604166666664,Veltins-Arena,Markus Schmidt,1,3
324,Regular Season,Sun,2020-09-27,15:30,Hoffenheim,4.0,4 1,1.6,Bayern Munich,23331.615384615383,PreZero Arena,Benjamin Brand,4,1
325,Regular Season,Sun,2020-09-27,18:00,Freiburg,1.5,1 1,0.6,Wolfsburg,3200.0,Schwarzwald-Stadion,Sören Storks,1,1
326,Regular Season,Fri,2020-10-02,20:30,Union Berlin,1.9,4 0,0.2,Mainz 05,4400.0,Stadion An der Alten Försterei,Sascha Stegemann,4,0
327,Regular Season,Sat,2020-10-03,15:30,Werder Bremen,0.4,1 0,0.9,Arminia,300.0,Weserstadion,Robert Schröder,1,0
328,Regular Season,Sat,2020-10-03,15:30,Stuttgart,0.8,1 1,1.4,Leverkusen,9500.0,Mercedes-Benz Arena,Robert Hartmann,1,1
329,Regular Season,Sat,2020-10-03,15:30,Eint Frankfurt,2.6,2 1,0.5,Hoffenheim,8000.0,Commerzbank-Arena,Manuel Gräfe,2,1
330,Regular Season,Sat,2020-10-03,15:30,Köln,0.8,1 3,2.2,M'Gladbach,300.0,RheinEnergieSTADION,Marco Fritz,1,3
331,Regular Season,Sat,2020-10-03,15:30,Dortmund,3.1,4 0,0.6,Freiburg,11500.0,Signal Iduna Park,Guido Winkmann,4,0
332,Regular Season,Sat,2020-10-03,18:30,RB Leipzig,3.2,4 0,0.1,Schalke 04,8500.0,Red Bull Arena,Florian Badstübner,4,0
333,Regular Season,Sun,2020-10-04,15:30,Wolfsburg,1.2,0 0,0.9,Augsburg,4632.0,Volkswagen Arena,Felix Zwayer,0,0
334,Regular Season,Sun,2020-10-04,18:00,Bayern Munich,3.8,4 3,1.4,Hertha BSC,65955.64516129032,Allianz Arena,Benjamin Cortus,4,3
335,Regular Season,Sat,2020-10-17,15:30,Augsburg,0.7,0 2,1.7,RB Leipzig,25827.93442622951,WWK Arena,Felix Brych,0,2
336,Regular Season,Sat,2020-10-17,15:30,Hertha BSC,1.2,0 2,0.8,Stuttgart,4000.0,Olympiastadion Berlin,Harm Osmers,0,2
337,Regular Season,Sat,2020-10-17,15:30,Hoffenheim,1.0,0 1,2.4,Dortmund,6030.0,PreZero Arena,Sascha Stegemann,0,1
338,Regular Season,Sat,2020-10-17,15:30,Freiburg,1.0,1 1,1.6,Werder Bremen,22560.31746031746,Schwarzwald-Stadion,Christian Dingert,1,1
339,Regular Season,Sat,2020-10-17,15:30,Mainz 05,0.3,0 1,0.5,Leverkusen,250.0,Opel Arena,Bastian Dankert,0,1
340,Regular Season,Sat,2020-10-17,18:30,Arminia,1.4,1 4,2.6,Bayern Munich,16144.388888888889,SchücoArena,Daniel Siebert,1,4
341,Regular Season,Sat,2020-10-17,20:30,M'Gladbach,1.6,1 1,1.2,Wolfsburg,300.0,Stadion im Borussia-Park,Daniel Schlager,1,1
342,Regular Season,Sun,2020-10-18,15:30,Köln,1.1,1 1,2.1,Eint Frankfurt,300.0,RheinEnergieSTADION,Sven Jablonski,1,1
343,Regular Season,Sun,2020-10-18,18:00,Schalke 04,0.3,1 1,0.9,Union Berlin,300.0,Veltins-Arena,Patrick Ittrich,1,1
344,Regular Season,Fri,2020-10-23,20:30,Stuttgart,0.7,1 1,2.2,Köln,44836.25925925926,Mercedes-Benz Arena,Guido Winkmann,1,1
345,Regular Season,Sat,2020-10-24,15:30,Union Berlin,1.3,1 1,0.4,Freiburg,4500.0,Stadion An der Alten Försterei,Robert Schröder,1,1
346,Regular Season,Sat,2020-10-24,15:30,RB Leipzig,2.3,2 1,0.9,Hertha BSC,999.0,Red Bull Arena,Tobias Stieler,2,1
347,Regular Season,Sat,2020-10-24,15:30,Bayern Munich,3.4,5 0,0.5,Eint Frankfurt,65955.64516129032,Allianz Arena,Markus Schmidt,5,0
348,Regular Season,Sat,2020-10-24,15:30,Mainz 05,1.7,2 3,2.9,M'Gladbach,100.0,Opel Arena,Frank Willenborg,2,3
349,Regular Season,Sat,2020-10-24,18:30,Dortmund,1.5,3 0,0.2,Schalke 04,300.0,Signal Iduna Park,Felix Zwayer,3,0
350,Regular Season,Sun,2020-10-25,15:30,Wolfsburg,2.1,2 1,0.4,Arminia,4519.0,Volkswagen Arena,Manuel Gräfe,2,1
351,Regular Season,Sun,2020-10-25,18:00,Werder Bremen,0.3,1 1,1.2,Hoffenheim,38676.5,Weserstadion,Daniel Schlager,1,1
352,Regular Season,Mon,2020-10-26,20:30,Leverkusen,2.8,3 1,0.4,Augsburg,25328.171875,BayArena,Sören Storks,3,1
353,Regular Season,Fri,2020-10-30,20:30,Schalke 04,0.5,1 1,1.6,Stuttgart,59831.604166666664,Veltins-Arena,Benjamin Brand,1,1
354,Regular Season,Sat,2020-10-31,15:30,Köln,1.0,1 2,1.0,Bayern Munich,41037.5,RheinEnergieSTADION,Frank Willenborg,1,2
355,Regular Season,Sat,2020-10-31,15:30,Arminia,0.2,0 2,2.7,Dortmund,16144.388888888889,SchücoArena,Bastian Dankert,0,2
356,Regular Season,Sat,2020-10-31,15:30,Augsburg,2.0,3 1,0.8,Mainz 05,25827.93442622951,WWK Arena,Marco Fritz,3,1
357,Regular Season,Sat,2020-10-31,15:30,Eint Frankfurt,2.0,1 1,0.9,Werder Bremen,42213.07692307692,Commerzbank-Arena,Felix Brych,1,1
358,Regular Season,Sat,2020-10-31,18:30,M'Gladbach,0.5,1 0,0.9,RB Leipzig,42866.03076923077,Stadion im Borussia-Park,Daniel Siebert,1,0
359,Regular Season,Sun,2020-11-01,15:30,Freiburg,1.1,2 4,1.5,Leverkusen,22560.31746031746,Schwarzwald-Stadion,Benjamin Cortus,2,4
